player_name,avg_dk_pts_gained,min_dk_pts_gained,max_dk_pts_gained,win_dk,top5_dk,top10_dk,top20_dk,tournament_id,sim_type
Russell Henley,1.3995907184538008,-24.05617934807188,41.04272906172543,0.58,3.09,6.67,14.62,401056513,non_adjusted
Adam Schenk,1.4644660573430053,-23.38882107195793,46.0834808883884,0.52,2.94,6.329999999999999,14.360000000000001,401056513,non_adjusted
Ryan Moore,1.694016552716342,-24.536424139514466,40.572063642480884,0.35000000000000003,2.82,6.64,14.27,401056513,non_adjusted
Kevin Tway,1.6327904715862216,-19.93122556596369,46.724771108616835,0.5700000000000001,2.97,6.47,14.21,401056513,non_adjusted
Richy Werenski,1.349019794261233,-24.03875599746374,46.54684765234141,0.47000000000000003,2.7199999999999998,6.65,14.13,401056513,non_adjusted
Daniel Berger,1.8022399523394999,-21.213628161881903,39.42224404893459,0.37,2.7199999999999998,6,13.96,401056513,non_adjusted
Jimmy Walker,1.4267993328473796,-24.060618160539093,47.67969414593302,0.52,2.82,6.47,13.850000000000001,401056513,non_adjusted
Scott Piercy,0.989511841776625,-24.899906659651936,46.385683801523605,0.6,2.98,6.64,13.819999999999999,401056513,non_adjusted
Trey Mullinax,1.1238346604873894,-24.07420228059303,41.85673308891837,0.59,3.04,6.54,13.74,401056513,non_adjusted
Brian Gay,1.5077631711611212,-24.786729536601847,44.52921635691394,0.27999999999999997,2.42,5.71,13.700000000000001,401056513,non_adjusted
Chris Kirk,1.2743885686333998,-20.96506575486614,41.25618896580859,0.44,2.9000000000000004,6.279999999999999,13.669999999999998,401056513,non_adjusted
Brandon Harkins,0.8646050661280279,-22.1757319381992,53.18870476526903,0.53,2.88,6.15,13.65,401056513,non_adjusted
Kyle Stanley,1.4246026887375869,-25.08816453851456,42.368561763754954,0.33999999999999997,2.55,5.74,13.569999999999999,401056513,non_adjusted
Vaughn Taylor,1.4004373809263655,-23.809961450974065,44.791860841584914,0.33999999999999997,2.35,5.56,13.4,401056513,non_adjusted
John Huh,0.5445135552478091,-27.569339978399675,39.9840279848443,0.53,2.96,6.4399999999999995,13.389999999999999,401056513,non_adjusted
Stephan Jaeger,0.9098672738215609,-22.604038510422654,42.139453701064674,0.29,2.64,5.58,12.959999999999999,401056513,non_adjusted
Si Woo Kim,1.0110295156455942,-22.915051692043036,39.19163261445988,0.32,2.3800000000000003,5.62,12.770000000000001,401056513,non_adjusted
Ryan Blaum,0.60593988326145,-23.073138915489775,41.8312307283222,0.33999999999999997,2.35,5.33,12.509999999999998,401056513,non_adjusted
Austin Cook,1.2579040705743998,-22.238069019265488,37.909890355266256,0.27,2.04,5.25,12.41,401056513,non_adjusted
Charl Schwartzel,0.6849347205019465,-24.644268364758393,38.271990034565484,0.3,1.8900000000000001,4.6899999999999995,12,401056513,non_adjusted
Ted Potter Jr.,0.7882830594647547,-22.890604290203107,40.99248291667763,0.25,1.81,4.64,11.95,401056513,non_adjusted
Hunter Mahan,0.9605791614090525,-23.654922939428097,38.21023144112915,0.22,1.8499999999999999,4.55,11.67,401056513,non_adjusted
Bud Cauley,0.6425085472965644,-23.759341697503015,37.176999550387166,0.15,1.9800000000000002,4.54,11.39,401056513,non_adjusted
James Hahn,0.11404615111148937,-24.32496660973142,47.48238882093436,0.41000000000000003,2.36,5.08,11.31,401056513,non_adjusted
Charley Hoffman,0.29241526445630817,-26.184522032908276,37.71436670373284,0.24,1.79,4.63,11,401056513,non_adjusted
Kevin Streelman,0.32878175074410215,-22.710637670069946,37.83404657022789,0.24,1.7399999999999998,4.17,10.65,401056513,non_adjusted
Grayson Murray,-0.9735491857776309,-30.464467422814977,44.014396118183754,0.35000000000000003,2.18,4.859999999999999,10.01,401056513,non_adjusted
Scott Stallings,-0.2575075314092542,-26.59549974949004,41.91961097783916,0.16999999999999998,1.72,4.14,9.85,401056513,non_adjusted
Alex Cejka,-0.5587410190623069,-24.037908271463248,43.10688701186515,0.27,1.72,3.8699999999999997,9.379999999999999,401056513,non_adjusted
J.J. Spaun,-0.4339262655285669,-23.77675932972353,42.403451464377085,0.22,1.4000000000000001,3.47,8.799999999999999,401056513,non_adjusted
Harris English,-0.8514482095577349,-22.233967518139995,39.36083033657314,0.22,1.5,3.6700000000000004,8.75,401056513,non_adjusted
Kevin Kisner,-0.9992357923575701,-27.498321446764642,38.64003360731907,0.16999999999999998,1.0699999999999998,3.34,8.5,401056513,non_adjusted
Tyler Duncan,-0.9787922975570784,-25.55137832444912,38.481450455966566,0.16,1.41,3.32,8.5,401056513,non_adjusted
David Hearn,-0.9974389960766715,-24.43010064353527,35.60285425212013,0.15,1.4200000000000002,3.42,8.459999999999999,401056513,non_adjusted
Mackenzie Hughes,-0.963590551955217,-22.700699324250472,38.66390126877979,0.15,1.15,3.2099999999999995,8.4,401056513,non_adjusted
Sean O'Hair,-1.0703396637263993,-24.888062834764348,38.271171651307405,0.25,1.31,3.3099999999999996,8.18,401056513,non_adjusted
Robert Streb,-0.74445422842032,-24.088589306248554,36.12424751639574,0.16,0.9900000000000001,3.19,8.15,401056513,non_adjusted
Tom Hoge,-1.3162169702997544,-24.45097845966242,38.907543835857865,0.15,1.34,3.2800000000000002,7.99,401056513,non_adjusted
Bill Haas,-1.1245779496678212,-23.365713747660784,35.85934389796665,0.13999999999999999,1.18,2.94,7.870000000000001,401056513,non_adjusted
Martin Kaymer,-0.8316196409612774,-24.058716077345693,34.85090102021093,0.09,1,2.96,7.829999999999999,401056513,non_adjusted
Ryan Armour,-0.6459943325390477,-24.152393260053174,39.382243640450255,0.19,1.1199999999999999,2.79,7.75,401056513,non_adjusted
Patton Kizzire,-1.361877035791186,-25.071158706053904,36.14112782597452,0.1,1.26,2.92,7.449999999999999,401056513,non_adjusted
Jonas Blixt,-1.8611767798701309,-27.409179749659987,33.46685420009729,0.09,0.95,2.31,6.7,401056513,non_adjusted
Sung Kang,-1.999184857062417,-28.007514492777467,42.88732288935883,0.11,1.0699999999999998,2.45,6.47,401056513,non_adjusted
Whee Kim,-2.208994176910643,-26.50804855750472,40.94813535827648,0.1,0.8,2.3800000000000003,6.22,401056513,non_adjusted
Brendan Steele,-1.9968767074313951,-23.60200823849498,39.653169631835326,0.09,0.76,2.21,6.0600000000000005,401056513,non_adjusted
Jhonattan Vegas,-1.8717323060509232,-22.853215955192304,34.03740632655705,0.11,0.6799999999999999,2.06,6.04,401056513,non_adjusted
Brice Garnett,-1.9473947307402386,-25.069688688630563,41.7324990161846,0.06999999999999999,0.8099999999999999,2.07,5.89,401056513,non_adjusted
